item,movie_id,genre,continent
201,209,Drama,Europe|North America
202,210,Western,North America
203,211,Drama,North America
204,212,Comedy,Europe
205,213,Drama,Europe
206,214,Drama,North America
207,215,Drama,Europe|North America
208,216,Comedy,North America
209,217,Drama,Europe
210,218,Comedy,Asia|Europe
211,219,Drama,Asia
212,220,Horror,North America
213,222,Drama,North America
214,223,Comedy,North America
215,224,Comedy,North America
216,225,Drama,Europe|North America
217,226,Thriller,Europe
218,227,Action,Europe
219,228,Comedy,Europe|North America
220,229,Drama,North America
221,230,Drama,Europe|North America
222,231,Comedy,North America
223,232,Comedy,Asia
224,233,Drama,North America
225,234,Comedy,North America
226,235,Comedy,Europe
227,236,Comedy,Europe
228,237,Comedy,North America
229,238,Adventure,North America
230,239,Animation,Europe|North America
231,240,Thriller,Europe
232,241,Children's,Europe
233,242,Drama,Europe
234,243,Comedy,Europe|North America
235,244,Animation,Oceania
236,245,Crime,North America
237,246,Documentary,Europe|North America
238,247,Drama,North America
239,248,Comedy,North America
240,249,Drama,North America
241,250,Children's,North America
242,251,Action,North America
243,252,Comedy,Europe
244,253,Drama,North America
245,254,Drama,Europe|North America
246,255,Comedy,Europe
247,256,Comedy,North America
248,257,Mystery,North America
249,258,Adventure,North America
250,259,Crime,Oceania
251,260,Action,North America
252,261,Drama,North America
253,262,Children's,Europe|North America
254,263,Drama,North America
255,264,Drama,Europe|North America
256,265,Drama,Europe
257,266,Drama,North America
258,267,Comedy,North America
259,268,Drama,North America
260,269,Drama,Europe
261,270,Drama,North America
262,271,Drama,North America
263,272,Drama,North America
264,273,Drama,North America
265,274,Comedy,North America
266,275,Comedy,Africa|Europe
267,276,Comedy,North America
268,277,Drama,North America
269,278,Comedy,North America
270,279,Drama,Europe|North America
271,280,Drama,Asia
272,281,Drama,Europe
273,282,Drama,North America
274,283,Crime,Europe
275,286,Action,North America
276,287,Comedy,Asia|Europe|North America
277,288,Action,North America
278,289,Comedy,Asia
279,290,Crime,North America
280,291,Thriller,North America
281,292,Action,North America
282,293,Crime,North America
283,294,Comedy,North America
284,295,Comedy,North America
285,296,Crime,North America
286,297,Drama,North America
287,298,Comedy,North America
288,299,Drama,North America
289,300,Drama,North America
290,301,Drama,North America
291,302,Drama,Europe|North America
292,303,Action,Asia|Europe
293,304,Comedy,North America
294,305,Comedy,Europe
295,306,Drama,North America
296,307,Drama,Europe
297,308,Drama,Europe
298,309,Drama,North America
299,310,Comedy,North America
300,311,Horror,Europe
301,312,Comedy,North America
302,313,Animation,North America
303,314,Drama,Europe|North America
304,315,Action,North America
305,316,Action,Europe|North America
306,317,Children's,Europe|North America|Oceania
307,318,Drama,North America
308,319,Thriller,Europe|North America
309,320,Film-Noir,North America
310,321,Drama,North America
311,322,Comedy,Europe|North America
312,324,Comedy,North America
313,325,Comedy,Europe
314,326,Drama,North America
315,327,Action,North America
316,328,Horror,North America
317,329,Action,Europe|North America
318,330,Comedy,North America
319,331,Drama,North America
320,332,Horror,North America
321,333,Comedy,North America
322,334,Drama,North America
323,335,Mystery,North America
324,336,Drama,North America
325,337,Drama,Europe|North America
326,338,Sci-Fi,North America
327,339,Comedy,North America
328,340,Adventure,North America
329,341,Drama,North America
330,342,Comedy,North America
331,343,Children's,North America
332,344,Comedy,North America
333,345,Comedy,North America
334,346,Drama,North America
335,347,Drama,North America
336,348,Comedy,North America
337,349,Action,North America
338,350,Drama,Europe|North America
339,351,Comedy,Europe|North America
340,352,Comedy,North America
341,353,Action,North America
342,354,Drama,North America
343,355,Children's,North America
344,356,Comedy,North America
345,357,Comedy,Europe
346,358,Drama,Europe
347,359,Comedy,North America
348,360,Action,Europe|North America
349,361,Drama,Europe|North America
350,362,Adventure,Europe|North America
351,363,Documentary,North America
352,364,Animation,Europe
353,365,Drama,North America
354,366,Horror,North America
355,367,Comedy,Oceania
356,368,Action,North America
357,369,Drama,North America
358,370,Comedy,North America
359,371,Comedy,Europe
360,372,Comedy,North America
361,373,Thriller,North America
362,374,Children's,Europe
363,375,Drama,Europe
364,376,Action,North America
365,377,Action,Europe|North America
366,378,Comedy,Europe
367,379,Action,Europe|North America
368,380,Action,North America
369,381,Drama,North America
370,382,Drama,North America
371,383,Western,North America
372,384,Action,North America
373,385,Drama,North America
374,386,Drama,North America
375,387,Action,Europe|North America
376,388,Drama,North America
377,389,Drama,North America
378,390,Action,Europe
379,391,Crime,North America
380,392,Adventure,North America
381,393,Action,North America
382,394,Action,North America
383,397,Horror,Europe|North America
384,398,Documentary,North America
385,401,Action,North America
386,402,Comedy,North America
387,404,Documentary,North America
388,405,Action,Asia
389,406,Drama,North America
390,407,Horror,North America
391,408,Drama,North America
392,409,Drama,North America
393,410,Comedy,North America
394,411,Comedy,North America
395,412,Drama,North America
396,413,Comedy,North America
397,414,Comedy,North America
398,415,Comedy,North America
399,416,Western,North America
400,417,Comedy,North America
401,418,Drama,North America
402,419,Comedy,North America
403,420,Action,North America
404,421,Adventure,Europe
405,422,Thriller,North America
406,423,Action,North America
407,424,Drama,North America
408,425,Drama,North America
409,426,Horror,North America
410,427,Mystery,Europe|North America
411,428,Drama,Europe|North America
412,429,Comedy,North America
413,430,Drama,North America
414,431,Crime,Europe
415,432,Comedy,North America
416,433,Comedy,Europe|North America
417,434,Action,Europe|Oceania
418,435,Comedy,Europe|North America
419,436,Drama,North America
420,437,Comedy,Africa
421,438,Action,Europe|North America
422,439,Drama,North America
423,440,Comedy,North America
424,441,Comedy,Oceania
425,442,Action,Asia
426,443,Documentary,North America
427,444,Comedy,North America
428,445,Comedy,North America
429,446,Drama,Europe
430,447,Comedy,North America
431,448,Drama,Europe
432,449,Comedy,North America
433,450,Comedy,Asia|North America
434,451,Drama,North America
435,452,Drama,North America
436,453,Comedy,North America
437,454,Drama,North America
438,455,Adventure,Europe|North America
439,456,Drama,North America
440,457,Action,Europe
441,458,Drama,North America
442,459,Action,North America
443,460,Comedy,North America
444,461,Drama,Asia|Europe
445,462,Action,North America
446,463,Crime,North America
447,464,Action,Oceania
448,465,Action,North America
449,466,Action,North America
450,467,Comedy,North America
451,468,Comedy,North America
452,469,Drama,North America
453,470,Comedy,North America
454,471,Comedy,North America
455,472,Comedy,North America
456,473,Comedy,Europe|North America
457,474,Action,North America
458,475,Drama,North America
459,476,Comedy,North America
460,477,Drama,North America
461,478,Comedy,North America
462,479,Action,North America
463,480,Action,North America
464,481,Drama,Europe|North America
465,482,Thriller,Europe|North America
466,483,Drama,Asia|Europe|North America
467,484,Adventure,North America
468,485,Action,North America
469,486,Comedy,North America
470,487,Comedy,Europe
471,488,Drama,Europe
472,489,Comedy,Europe|North America
473,490,Thriller,North America
474,491,Drama,North America
475,492,Comedy,North America
476,493,Action,Europe|Oceania
477,494,Action,North America
478,495,Drama,North America
479,496,Comedy,North America
480,497,Comedy,Europe|North America
481,498,Drama,North America
482,499,Comedy,Oceania
483,500,Comedy,Asia|North America
484,501,Drama,North America
485,502,Action,Asia|North America
486,503,Drama,North America
487,504,Action,North America
488,505,Comedy,Europe|North America
489,506,Drama,North America
490,507,Action,North America
491,508,Drama,Europe|North America
492,509,Drama,North America
493,510,Drama,Europe|North America
494,511,Action,Europe
495,512,Horror,North America|Oceania
496,513,Comedy,North America
497,514,Comedy,North America
498,515,Drama,Europe
499,516,Comedy,North America
500,517,Action,Asia|Europe
501,518,Comedy,North America
502,519,Sci-Fi,Asia
503,520,Comedy,North America
504,521,Crime,Oceania
505,522,Action,North America
506,523,Drama,North America
507,524,Drama,Oceania
508,525,Drama,North America
509,526,Drama,North America
510,527,Drama,North America
511,528,Drama,North America
512,529,Drama,Asia|North America
513,530,Drama,North America
514,531,Children's,Europe
515,532,Comedy,Europe|North America
516,533,Action,Europe|North America
517,534,Drama,Europe|North America
518,535,Drama,North America
519,536,Drama,North America
520,537,Comedy,Africa|Europe
521,538,Drama,Europe
522,539,Comedy,North America
523,540,Thriller,Asia
524,541,Film-Noir,North America
525,542,Comedy,Europe
526,543,Comedy,Europe
527,544,Action,North America
528,545,Drama,Europe|North America
529,546,Action,Europe
530,547,Action,North America
531,548,Action,Europe
532,549,Documentary,North America
533,550,Comedy,North America
534,551,Children's,North America
535,552,Action,Europe|North America
536,553,Western,Europe|North America
537,554,Thriller,North America
538,555,Action,North America
539,556,Documentary,North America
540,558,Action,North America
541,559,Comedy,Europe
542,560,Drama,Europe
543,561,Thriller,North America
544,562,Comedy,North America
545,563,Drama,North America
546,564,Comedy,North America
547,565,Horror,Europe|North America
548,566,Comedy,North America
549,567,Drama,Europe|North America
550,568,Comedy,North America
551,569,Children's,North America
552,570,Comedy,North America
553,571,Drama,North America
554,572,Drama,North America
555,573,Drama,Asia
556,574,Comedy,Europe
557,575,Children's,Europe
558,577,Adventure,North America
559,579,Thriller,Asia|Europe
560,580,Drama,Europe
561,581,Documentary,North America
562,582,Comedy,North America
563,583,Comedy,North America
564,585,Comedy,North America
565,586,Children's,North America
566,587,Comedy,Oceania
567,588,Animation,Europe|North America
568,589,Action,Europe|North America
569,590,Adventure,North America
570,591,Action,North America
571,592,Action,North America
572,593,Drama,Europe|North America
573,594,Animation,North America
574,595,Animation,North America
575,596,Animation,North America
576,597,Comedy,North America
577,598,Comedy,North America
578,599,Western,Europe
579,600,Thriller,North America
580,601,Drama,North America
581,602,Documentary,North America
582,603,Comedy,Europe|North America
583,605,Drama,North America
584,606,Horror,Europe|North America
585,607,Drama,North America
586,608,Crime,North America
587,609,Adventure,North America
588,610,Action,North America
589,611,Action,North America
590,612,Comedy,North America
591,613,Drama,Europe|North America
592,614,Drama,North America
593,615,Drama,North America
594,616,Animation,North America
595,617,Drama,North America
596,618,Comedy,North America
597,619,Comedy,North America
598,621,Drama,North America
599,623,Romance,North America
600,624,Action,North America
601,626,Comedy,North America
602,627,Drama,Europe|North America
603,628,Drama,North America
604,630,Drama,North America
605,631,Animation,North America
606,632,War,North America
607,633,Comedy,North America
608,634,Comedy,North America
609,635,Comedy,North America
610,637,Comedy,North America
611,638,Romance,Europe|North America
612,639,Comedy,Europe|North America
613,640,Drama,North America
614,641,Comedy,North America
615,642,Drama,North America
616,643,Comedy,North America
617,644,Comedy,North America
618,645,Drama,North America
619,647,Drama,North America
620,648,Action,North America
621,649,Comedy,North America
622,650,Drama,Europe|North America
623,651,Comedy,Europe
624,652,Mystery,Europe|North America
625,653,Action,North America
626,655,Comedy,Europe|North America
627,656,Comedy,North America
628,657,Comedy,North America
629,659,Crime,North America
630,660,Drama,North America
631,661,Animation,North America
632,662,Thriller,North America
633,663,Comedy,North America
634,664,Comedy,North America
635,665,War,Europe|North America
636,666,Drama,Asia|North America
637,667,Action,Europe|North America
638,668,Drama,North America
639,670,Drama,Europe|North America
640,671,Comedy,North America
641,672,Drama,Europe|North America
642,673,Adventure,North America
643,674,Adventure,North America
644,678,Drama,North America
645,680,Sci-Fi,Europe
646,681,Crime,Europe|North America
647,682,Documentary,North America
648,684,Drama,North America
649,685,Drama,North America
650,687,Drama,Europe|North America|South America
651,688,Action,Europe|North America
652,690,Romance,Europe|North America
653,691,Comedy,North America
654,692,Action,Europe|North America
655,694,Action,North America
656,695,Mystery,North America
657,696,Thriller,North America
658,697,Drama,North America
659,698,Drama,North America|Oceania
660,700,Comedy,Asia|North America
661,702,Drama,Europe|North America
662,703,Drama,Europe|North America
663,704,Action,North America
664,705,Comedy,North America
665,707,Crime,Europe|North America
666,708,Comedy,Europe|North America
667,709,Animation,North America
668,710,Comedy,Asia|Europe|North America
669,711,Adventure,North America
670,712,Drama,Europe|North America
671,714,Western,Europe|North America
672,715,Drama,North America
673,716,Crime,North America
674,718,Comedy,North America
675,719,Comedy,Europe
676,720,Animation,Asia|Europe
677,722,Documentary,Europe|North America
678,724,Drama,Europe|North America
679,725,Comedy,North America
680,726,Drama,North America
681,728,Comedy,North America
682,729,Drama,North America
683,731,Mystery,North America
684,732,Crime,North America
685,733,Action,North America
686,734,Comedy,North America
687,735,Comedy,North America
688,736,Action,North America
689,737,Action,North America
690,741,Animation,North America
691,742,Horror,North America
692,743,Comedy,North America
693,744,Drama,North America
694,745,Animation,North America
695,746,Film-Noir,North America
696,747,Comedy,Europe|North America
697,748,Action,Europe
698,749,Drama,North America
699,750,Sci-Fi,North America
700,751,Comedy,North America
701,753,Comedy,Europe|North America
702,754,Adventure,North America
703,755,Children's,North America
704,756,Documentary,Africa|Europe|North America
705,757,Drama,North America
706,758,Drama,Europe|North America
707,759,Documentary,North America
708,760,War,Europe
709,761,Adventure,North America
710,762,Comedy,North America
711,764,Drama,North America
712,765,Comedy,North America
713,766,Drama,North America
714,767,Drama,North America
715,771,Comedy,North America|Oceania
716,774,Drama,Europe
717,775,Horror,North America
718,776,Comedy,North America
719,778,Drama,Asia|Europe|North America|Oceania
720,779,Drama,North America
721,780,Action,North America
722,781,Drama,Europe
723,782,Thriller,North America
724,783,Animation,North America|South America
725,784,Comedy,North America
726,785,Comedy,Europe
727,786,Action,North America
728,787,Documentary,North America
729,788,Comedy,North America
730,789,Drama,North America
731,790,Drama,North America
732,791,Documentary,Europe|North America
733,792,Fantasy,Europe|North America
734,793,Drama,North America
735,796,Drama,Asia
736,798,Action,North America
737,799,Comedy,North America
738,800,Drama,North America
739,801,Children's,North America
740,802,Drama,North America
741,803,Romance,Europe|North America
742,804,Comedy,North America
743,805,Drama,Europe|North America
744,806,Drama,North America
745,807,Comedy,North America
746,808,Adventure,North America
747,809,Action,North America
748,810,Children's,North America
749,813,Comedy,Europe|Oceania
750,814,Drama,Europe|North America
751,815,Action,North America
752,818,Comedy,North America
753,820,Drama,North America
754,823,Drama,North America
755,824,Drama,North America
756,826,Drama,North America
757,827,Drama,North America
758,828,Adventure,Europe|North America
759,829,Comedy,North America
760,830,Comedy,North America
761,831,Drama,North America
762,832,Drama,North America
763,833,Comedy,Asia
764,834,Comedy,Asia|North America|Oceania
765,835,Drama,Asia|Europe|North America
766,836,Action,North America
767,837,Children's,North America
768,838,Comedy,Europe|North America
769,839,Action,North America
770,840,Comedy,North America
771,841,Horror,North America
772,842,Horror,Europe|North America
773,844,Drama,North America
774,846,Drama,North America
775,847,Comedy,North America
776,848,Drama,North America
777,849,Action,North America
778,850,Crime,Europe|North America
779,851,Drama,Asia|Europe|North America
780,852,Comedy,Europe
781,853,Drama,North America
782,854,Drama,Oceania
783,858,Action,North America
784,860,Comedy,North America
785,861,Action,Europe|North America
786,862,Drama,North America
787,865,Drama,North America
788,866,Crime,North America
789,867,Comedy,North America
790,868,Comedy,North America
791,869,Crime,North America
792,870,Comedy,North America
793,872,Drama,North America
794,874,Crime,Europe
795,875,Drama,North America
796,876,Action,Europe
797,877,Drama,Europe|North America
798,878,Drama,Europe
799,879,Horror,North America
800,880,Sci-Fi,North America
801,881,Children's,North America
802,882,Drama,North America|South America
803,885,Children's,North America
804,886,Action,North America
805,887,Drama,Europe
806,888,Animation,North America
807,889,Romance,Asia
808,891,Horror,Asia|Europe
809,892,Comedy,North America
810,893,Drama,Europe
811,896,Drama,Europe
812,897,Adventure,North America
813,898,Comedy,North America
814,899,Musical,North America
815,900,Musical,North America
816,901,Comedy,North America
817,902,Drama,Europe|North America|Oceania
818,903,Mystery,Asia|Europe|North America
819,904,Mystery,North America
820,905,Comedy,North America
821,906,Mystery,Europe
822,907,Comedy,Europe
823,908,Drama,Europe|North America
824,909,Comedy,North America
825,910,Comedy,Europe|North America
826,911,Comedy,North America
827,912,Drama,North America
828,913,Film-Noir,North America
829,914,Musical,Europe|North America
830,915,Comedy,North America
831,916,Comedy,Europe
832,917,Children's,North America
833,918,Musical,Asia|North America
834,919,Adventure,North America
835,920,Drama,North America
836,921,Comedy,North America
837,922,Film-Noir,North America
838,923,Drama,North America
839,924,Drama,North America
840,925,Adventure,Europe
841,926,Drama,North America
842,927,Comedy,North America
843,928,Romance,Oceania
844,929,Thriller,North America
845,930,Film-Noir,Europe
846,931,Mystery,North America
847,932,Romance,North America
848,933,Comedy,Europe|North America
849,934,Comedy,North America
850,935,Comedy,Europe
851,936,Comedy,North America
852,937,Comedy,North America
853,938,Musical,Europe|North America
854,939,Comedy,Asia
855,940,Action,North America
856,941,Adventure,North America
857,942,Crime,North America
858,943,Drama,North America
859,944,Drama,Europe
860,945,Comedy,North America
861,946,Comedy,North America
862,947,Comedy,Europe
863,948,Drama,North America
864,949,Drama,North America
865,950,Mystery,Europe|North America
866,951,Comedy,North America
867,952,Adventure,North America
868,953,Drama,Oceania
869,954,Drama,North America
870,955,Comedy,Europe
871,956,Drama,North America
872,957,Drama,North America
873,958,Comedy,North America
874,959,Drama,Europe|North America
875,960,Crime,North America
876,961,Drama,North America
877,962,Crime,North America
878,963,Musical,Europe|North America
879,964,Western,North America
880,965,Thriller,North America
881,966,Drama,North America
882,967,Western,North America
883,968,Horror,North America
884,969,Action,North America
885,970,Comedy,North America
886,971,Drama,Europe|North America
887,972,Drama,North America
888,973,Drama,North America
889,974,Drama,North America
890,975,Comedy,North America
891,976,Romance,North America
892,977,Mystery,North America
893,980,Action,North America
894,981,Drama,North America
895,982,Drama,North America
896,984,Comedy,North America
897,985,Documentary,Asia|Europe|North America
898,986,Adventure,North America
899,987,Drama,Europe
900,988,Comedy,North America
901,990,Action,North America
902,991,Drama,North America
903,992,Thriller,North America
904,993,Drama,North America
905,994,Drama,Europe
906,996,Action,Europe
907,997,Drama,North America
908,998,Action,North America
909,999,Crime,Europe
910,1000,Crime,North America
911,1002,Comedy,North America
912,1003,Drama,North America
913,1004,Action,North America
914,1005,Children's,North America
915,1006,Drama,Europe
916,1007,Children's,North America
917,1008,Western,Europe|North America
918,1009,Adventure,North America
919,1010,Children's,Asia|Europe
920,1011,Adventure,North America
921,1012,Children's,North America
922,1013,Children's,North America
923,1014,Children's,North America
924,1015,Adventure,North America
925,1016,Children's,Europe|North America
926,1017,Adventure,Europe|North America
927,1018,Children's,North America
928,1019,Adventure,North America
929,1020,Comedy,North America
930,1021,Children's,North America
931,1022,Animation,North America
932,1023,Animation,North America
933,1024,Animation,North America
934,1025,Animation,North America
935,1026,Children's,North America
936,1027,Drama,North America
937,1028,Children's,North America
938,1029,Animation,North America
939,1030,Adventure,North America
940,1031,Adventure,North America
941,1032,Animation,North America
942,1033,Animation,North America
943,1034,Crime,North America
944,1035,Musical,North America
945,1036,Action,North America
946,1037,Action,North America
947,1038,Drama,North America
948,1039,Documentary,North America
949,1040,Drama,North America
950,1041,Drama,North America
951,1042,Comedy,Europe
952,1043,Drama,North America
953,1044,Drama,North America
954,1046,Drama,North America
955,1047,Action,Europe|North America
956,1049,Action,North America
957,1050,Documentary,North America
958,1051,Drama,North America
959,1053,Crime,North America
960,1054,Drama,North America
961,1055,Thriller,North America
962,1056,Drama,North America
963,1057,Comedy,North America
964,1058,Drama,North America
965,1059,Drama,North America
966,1060,Comedy,North America
967,1061,Crime,North America
968,1062,Drama,North America
969,1063,Drama,North America
970,1064,Animation,North America
971,1066,Comedy,Europe|North America
972,1067,Comedy,North America
973,1068,Crime,North America
974,1069,Film-Noir,North America
975,1070,Adventure,North America
976,1071,Romance,Europe
977,1073,Adventure,North America
978,1076,Thriller,North America
979,1077,Comedy,North America
980,1078,Comedy,North America
981,1079,Comedy,North America
982,1080,Comedy,North America
983,1081,Comedy,North America
984,1082,Drama,North America
985,1083,Comedy,Asia
986,1084,Crime,Europe
987,1085,Adventure,Europe|North America
988,1086,Mystery,North America
989,1087,Musical,North America
990,1088,Musical,North America
991,1089,Crime,North America
992,1090,Drama,Europe|North America
993,1091,Comedy,North America|Oceania
994,1092,Mystery,North America
995,1093,Drama,North America
996,1094,Drama,North America
997,1095,Drama,North America
998,1096,Drama,North America
999,1097,Children's,North America
1000,1098,Comedy,North America
1001,1099,Drama,North America
1002,1100,Action,North America
1003,1101,Action,North America
1004,1102,Action,Europe|North America
1005,1103,Drama,North America
1006,1104,Drama,North America
1007,1105,Horror,North America
1008,1107,Comedy,North America
1009,1111,Documentary,Europe
1010,1112,Action,North America
1011,1113,Comedy,North America
1012,1114,Drama,North America
1013,1116,Drama,Europe|North America
1014,1117,Drama,North America
1015,1118,Adventure,North America
1016,1119,Drama,North America
1017,1120,Drama,North America
1018,1121,Drama,North America
1019,1123,Documentary,North America
1020,1124,Drama,North America
1021,1125,Comedy,North America
1022,1126,Comedy,North America
1023,1127,Action,North America
1024,1128,Horror,North America
1025,1129,Action,North America
1026,1130,Horror,North America
1027,1131,Drama,Europe|North America
1028,1132,Drama,North America
1029,1134,Action,North America
1030,1135,Comedy,North America
1031,1136,Comedy,North America
1032,1138,Documentary,Europe
1033,1139,Drama,Europe
1034,1144,Documentary,North America
1035,1145,Documentary,North America
1036,1147,Documentary,North America
1037,1148,Animation,Europe|North America
1038,1149,Documentary,Europe
1039,1150,Drama,North America
1040,1151,Animation,North America
1041,1152,Crime,North America
1042,1153,Film-Noir,North America
1043,1154,Film-Noir,North America
1044,1160,Comedy,North America
1045,1161,Drama,Europe
1046,1162,Comedy,Europe
1047,1163,Drama,North America
1048,1164,Drama,North America
1049,1165,Drama,North America
1050,1167,Comedy,Europe|North America
1051,1168,Horror,North America
1052,1169,Documentary,North America
1053,1170,Action,North America
1054,1171,Comedy,North America
1055,1172,Comedy,Europe|North America
1056,1173,Drama,North America
1057,1174,Comedy,North America
1058,1175,Comedy,North America
1059,1176,Drama,North America
1060,1177,Drama,North America
1061,1178,Drama,North America
1062,1179,Crime,Europe|North America
1063,1180,Comedy,North America
1064,1181,Action,North America
1065,1183,Drama,North America
1066,1184,Comedy,Europe|North America
1067,1185,Drama,North America
1068,1186,Drama,North America
1069,1187,Drama,North America
1070,1188,Comedy,North America
1071,1189,Documentary,North America
1072,1190,Drama,North America
1073,1191,Documentary,North America
1074,1192,Documentary,North America
1075,1193,Drama,North America
1076,1194,Comedy,North America
1077,1196,Action,North America
1078,1197,Action,North America
1079,1198,Action,North America
1080,1199,Sci-Fi,North America
1081,1200,Action,North America
1082,1201,Action,North America
1083,1202,Comedy,North America
1084,1203,Drama,North America
1085,1204,Adventure,Europe
1086,1206,Sci-Fi,North America
1087,1207,Drama,North America
1088,1208,Drama,North America
1089,1209,Western,Asia|North America
1090,1210,Action,Europe|North America
1091,1211,Comedy,North America
1092,1212,Mystery,Europe|North America
1093,1213,Crime,Europe
1094,1214,Action,North America
1095,1215,Action,North America
1096,1216,Adventure,North America
1097,1217,Drama,North America
1098,1218,Action,North America
1099,1219,Horror,North America
1100,1220,Action,Europe|North America
1101,1221,Action,North America
1102,1222,Action,North America
1103,1223,Animation,North America
1104,1224,Drama,North America
1105,1225,Drama,North America
1106,1226,Comedy,Europe
1107,1227,Crime,Europe
1108,1228,Drama,Europe|North America
1109,1230,Comedy,Europe
1110,1231,Drama,North America
1111,1232,Mystery,North America
1112,1233,Action,North America
1113,1234,Comedy,North America
1114,1235,Comedy,North America
1115,1236,Comedy,North America
1116,1237,Drama,Europe|North America
1117,1238,Comedy,North America
1118,1240,Action,Europe
